name,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through
"BURSTEIN, KAREN S",H,House,DEM,DEMOCRATIC PARTY,NY,05,5,{05},{1980},"{1980,1982,1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1980-06-13,1980-06-13,1980-06-13,H0NY05039,1980
"ROBERTS, DAVID WILLEM",H,House,DEM,DEMOCRATIC PARTY,NY,22,22,{22},{1992},"{1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1992-08-18,1992-08-18,1992-08-18,H2NY22063,1992
"HEALEY, STEPHEN",H,House,LIB,LIBERTARIAN PARTY,NY,28,28,{28},{2000},"{2000,2002}",N,C,Challenger,2002-04-12 00:00:00,2000-07-10,2000-07-10,2000-07-10,H0NY28064,2000
"KLEIN, RICHARD S",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{1996},"{1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1995-12-21,1995-12-21,1995-12-21,H6NY19078,1996
"WYDLER, JOHN W",H,House,REP,REPUBLICAN PARTY,NY,05,5,"{05,05,05}","{1976,1978,1980}","{1976,1978,1980}",C,I,Incumbent,2002-03-30 00:00:00,1976-01-07,1980-02-29,1980-02-29,H6NY05036,1980
"WILSON, THOMAS",H,House,DEM,DEMOCRATIC PARTY,NY,18,18,{18},{2012},"{2012,2014,2016}",P,C,Challenger,2013-04-26 09:04:30,2012-01-31,2012-01-31,2012-01-31,H2NY19093,2012
"LABATE, STEPHEN A",H,House,REP,REPUBLICAN PARTY,NY,03,3,"{02,03,03}","{2010,2012,2014}","{2010,2012,2014,2016,2018}",P,C,Challenger,2015-04-02 15:52:44,2010-01-18,2014-03-03,2014-03-03,H0NY02176,2014
"WIGHT, CHRISTOPHER ROBIN",H,House,REP,REPUBLICAN PARTY,NY,12,12,{12},{2012},"{2012,2014}",P,C,Challenger,2013-04-26 09:04:30,2012-04-09,2012-04-09,2012-04-09,H2NY12155,2012
"HOFFMANN, RICHARD",H,House,REP,REPUBLICAN PARTY,NY,02,2,{02},{2004},"{2004,2006}",P,C,Challenger,2005-03-02 00:00:00,2004-10-21,2004-10-21,,H4NY02053,2004
"REED, THOMAS W",H,House,REP,REPUBLICAN PARTY,NY,23,23,"{29,23,23,23,23}","{2010,2012,2014,2016,2018}","{2010,2012,2014,2016,2018}",C,I,Incumbent,2017-03-27 20:59:43,2009-07-15,2017-03-27,2017-03-27,H0NY29054,2018
"ALTER, SUSAN D",H,House,DEM,DEMOCRATIC PARTY,NY,10,10,"{16,10}","{1980,1992}","{1980,1982,1984,1986,1988,1990,1992,1994,1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1980-03-29,1992-09-01,1992-09-01,H0NY16036,1992
"GURFEIN, DAVID MR.",H,House,REP,REPUBLICAN PARTY,NY,04,4,{04},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2015-08-28,2016-03-28,2016-03-28,H6NY03171,2016
"WELLS, STEVEN M",H,House,REP,REPUBLICAN PARTY,NY,22,22,{22},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2016-02-09,2016-02-09,2016-02-09,H6NY22114,2016
"DONOVAN, DAN",H,House,REP,REPUBLICAN PARTY,NY,11,11,"{11,11}","{2016,2018}","{2016,2018}",C,I,Incumbent,2017-08-29 20:55:29,2015-01-23,2017-08-29,2017-08-29,H6NY11174,2018
"KOLB, BRIAN M",H,House,REP,REPUBLICAN PARTY,NY,29,29,{29},{2004},"{2004,2006,2008,2010,2012,2014,2016,2018}",P,C,Challenger,2006-06-16 23:00:03,2003-12-10,2004-02-11,2004-02-11,H4NY29106,2004
"D'INNOCENZO, MICHAEL",H,House,DEM,DEMOCRATIC PARTY,NY,05,5,{05},{1984},"{1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1984-01-04,1984-01-04,1984-01-04,H4NY05015,1984
"NOJAY, BILL",H,House,REP,REPUBLICAN PARTY,NY,29,29,{29},{2004},{2004},N,O,Open seat,2004-07-19 00:00:00,2004-04-13,2004-04-13,2004-04-13,H4NY29114,2004
"RHODES, CARLA (AKA C ADRIENNE)",H,House,REP,REPUBLICAN PARTY,NY,14,14,{14},{2000},"{2000,2002}",P,C,Challenger,2002-04-12 00:00:00,2000-07-20,2000-07-20,2000-07-20,H0NY14163,2000
"MURPHY, MARK",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,{13},{2012},"{2012,2014}",P,C,Challenger,2013-04-26 09:04:30,2012-01-21,2012-01-21,2012-01-21,H2NY13088,2012
"HAYWORTH, NAN",H,House,REP,REPUBLICAN PARTY,NY,18,18,"{19,18,18}","{2010,2012,2014}","{2010,2012,2014,2016,2018}",P,C,Challenger,2015-04-02 15:52:44,2009-09-04,2014-11-28,2014-11-28,H0NY19139,2014
"HORN, EDWARD",H,House,DEM,DEMOCRATIC PARTY,NY,11,11,{11},{1984},{1984},C,,,2002-03-30 00:00:00,1984-03-23,1984-03-23,1984-03-23,H4NY11013,1984
"GREGORY, DUWAYNE",H,House,DEM,DEMOCRATIC PARTY,NY,02,2,"{02,02}","{2016,2018}","{2016,2018}",N,C,Challenger,2018-01-26 21:11:21,2015-05-19,2018-01-18,2018-01-18,H6NY02124,2018
"PECORARO, THOMAS W",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,{27},{2000},"{2000,2002}",P,C,Challenger,2002-04-12 00:00:00,,,,H0NY27058,2000
"MANFRE, JAMES",H,House,DEM,DEMOCRATIC PARTY,NY,02,2,{02},{1994},"{1994,1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1994-06-09,1994-09-09,1994-09-09,H4NY02020,1994
"PIDOT, PHILIP MARTIN",H,House,REP,REPUBLICAN PARTY,NY,03,3,{03},{2016},{2016},C,O,Open seat,2016-04-21 21:06:43,2016-02-11,2016-02-11,2016-02-11,H6NY03262,2016
"BROWN, SAKIMA",H,House,REP,REPUBLICAN PARTY,NY,18,18,"{18,18}","{2016,2018}","{2016,2018}",C,C,Challenger,2018-01-04 21:07:09,2015-09-23,2017-11-18,2017-11-18,H6NY18161,2018
"SMITH, WILLARD E",H,House,IND,INDEPENDENT,NY,24,24,{24},{2000},"{2000,2002}",N,C,Challenger,2002-04-12 00:00:00,2000-06-27,2000-06-27,2000-06-27,H0NY24048,2000
"CHISHOLM, SHIRLEY",H,House,DEM,DEMOCRATIC PARTY,NY,12,12,"{12,12,12}","{1976,1978,1980}","{1976,1978,1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1976-03-09,1979-11-15,1979-11-15,H6NY12016,1980
"WALSH, ROBERT T",H,House,REP,REPUBLICAN PARTY,NY,02,2,{02},{2000},"{2000,2002}",P,O,Open seat,2002-04-12 00:00:00,2000-06-23,2000-09-18,2000-09-18,H0NY02101,2000
"HOESLY, DAVID D",H,House,,,NY,34,34,{34},{1980},{1980},P,,,2002-03-30 00:00:00,,,,H0NY34047,1980
"ELKOWITZ, EDWARD",H,House,REP,REPUBLICAN PARTY,NY,05,5,"{28,05,05}","{1992,1994,2000}","{1992,1994,1996,2000}",N,C,Challenger,2002-04-07 00:00:00,1991-06-19,1994-01-24,1994-01-24,H2NY28060,2000
"CODD, MARY T",H,House,DEM,DEMOCRATIC PARTY,NY,17,17,{17},{1980},"{1980,1982,1984,1986,1988,1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1980-03-25,1980-03-25,1980-03-25,H0NY17026,1980
"FIELDS, JESSIE",H,House,IND,INDEPENDENT,NY,15,15,"{15,15,15}","{1992,2000,2002}","{1992,2000,2002,2004}",P,C,Challenger,2002-10-17 00:00:00,2000-11-16,2002-10-03,2002-10-03,H2NY15067,2002
"FEE, JOHN",H,House,DEM,DEMOCRATIC PARTY,NY,30,30,{30},{2000},"{2000,2002}",P,C,Challenger,2002-04-12 00:00:00,2000-03-27,2000-03-27,2000-03-27,H0NY30060,2000
"BAREND, SAMARA",H,House,DEM,DEMOCRATIC PARTY,NY,29,29,{29},{2004},"{2004,2006}",P,C,Challenger,2006-06-16 00:00:00,2004-04-28,2004-08-24,2004-08-24,H4NY29130,2004
"PETERS, JOHN M",H,House,REP,REPUBLICAN PARTY,NY,17,17,"{17,17,17}","{1976,1978,1980}","{1976,1978,1980,1982,1984}",P,,,2002-03-30 00:00:00,1976-04-27,1980-08-12,1980-08-12,H6NY17072,1980
"DAY, CHRIS",H,House,REP,REPUBLICAN PARTY,NY,17,17,{17},{2014},"{2014,2016}",P,C,Challenger,2015-04-02 15:52:44,2014-02-07,2014-02-07,2014-02-07,H4NY17135,2014
"TEMBECKJIAN, ROBERT H",H,House,DEM,DEMOCRATIC PARTY,NY,15,15,{15},{1984},{1984},C,,,2002-03-30 00:00:00,1983-11-07,1983-11-07,1983-11-07,H4NY15014,1984
"PERRY, NOAH",H,House,DEM,DEMOCRATIC PARTY,NY,11,11,"{11,11}","{2004,2006}","{2004,2006,2008}",P,O,Open seat,2005-07-07 00:00:00,2004-11-08,2005-02-28,2005-02-28,H4NY11161,2006
"MISIR, JORAWAR",H,House,REP,REPUBLICAN PARTY,NY,06,6,{06},{1996},"{1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,,,,H6NY06117,1996
"MILLER, WILLIAM E JR",H,House,REP,REPUBLICAN PARTY,NY,29,29,"{29,29}","{1992,1994}","{1992,1994,1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1992-07-15,1993-11-01,1993-11-01,H2NY29035,1994
"MCCALLION, KENNETH F",H,House,DEM,DEMOCRATIC PARTY,NY,22,22,{22},{2000},"{2000,2002,2004}",P,C,Challenger,2002-04-12 00:00:00,2000-06-02,2000-06-02,2000-06-02,H0NY22067,2000
"DANZ, THEODORE J JR",H,House,REP,REPUBLICAN PARTY,NY,21,21,{21},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:11,2010-06-08,2010-06-08,2010-06-08,H0NY21077,2010
"ACKERMAN, GARY L.",H,House,DEM,DEMOCRATIC PARTY,NY,05,5,"{07,07,07,07,05,05,05,05,05,05,05,05,05,05,05,05}","{1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014}","{1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",N,C,Challenger,2013-01-03 22:17:08,1983-01-31,2011-10-03,2011-10-03,H4NY07011,2014
"TEACHOUT, ZEPHYR",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2016-01-25,2016-08-05,2016-08-05,H6NY19243,2016
"MCHUGH, MATTHEW F",H,House,DEM,DEMOCRATIC PARTY,NY,28,28,"{27,27,27,28,28,28,28,28,28}","{1976,1978,1980,1982,1984,1986,1988,1990,1992}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1976-03-23,1992-05-12,1992-05-12,H6NY27063,1992
"LINARES, GUILLERMO",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,{13},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2016-12-27,2016-12-27,,H6NY13162,2016
"CLENDENIN, JOHANN (JOHN) A",H,House,IND,INDEPENDENT,NY,28,28,{28},{1994},"{1994,1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1994-01-24,1994-01-24,1994-01-24,H4NY28025,1994
"CROWLEY, WALTER H",H,House,DEM,DEMOCRATIC PARTY,NY,09,9,{09},{1984},"{1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1984-08-14,1984-09-13,1984-09-13,H4NY09033,1984
"MOPPERT, BOB",H,House,REP,REPUBLICAN PARTY,NY,26,26,"{26,26,26}","{1992,1994,2000}","{1992,1994,1996,1998,2000,2002}",P,C,Challenger,2002-04-12 00:00:00,1991-07-23,2000-07-24,2000-07-24,H2NY28078,2000
"JOHNSON, ROBERT J",H,House,DEM,DEMOCRATIC PARTY,NY,23,23,"{23,23}","{2004,2006}","{2004,2006,2008}",P,C,Challenger,2009-04-29 00:00:00,2004-07-06,2005-08-22,2005-08-22,H4NY23059,2006
"SULLIVAN, PATRICIA",H,House,DEM,DEMOCRATIC PARTY,NY,04,4,{04},{1986},"{1986,1988}",P,C,Challenger,2002-03-30 00:00:00,1986-10-14,1986-10-14,1986-10-14,H6NY04096,1986
"SCHWARTZ, IRVING A",H,House,DEM,DEMOCRATIC PARTY,NY,31,31,{31},{1980},{1980},C,,,2002-03-30 00:00:00,1980-08-13,1980-08-13,1980-08-13,H0NY31019,1980
"BELLITTO, GLEN DANIEL",H,House,REP,REPUBLICAN PARTY,NY,20,20,{20},{1990},"{1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1990-07-27,1990-07-27,1990-07-27,H0NY20053,1990
"SRDANOVIC, ANTON",H,House,REP,REPUBLICAN PARTY,NY,14,14,"{14,14}","{2002,2004}","{2002,2004,2006,2008}",P,C,Challenger,2005-03-02 00:00:00,2002-07-08,2004-07-28,2004-07-28,H2NY14086,2004
"SCHUMER, CHARLES E",H,House,DEM,DEMOCRATIC PARTY,NY,09,9,"{16,10,10,10,10,09,09,09,09}","{1982,1984,1986,1988,1990,1992,1994,1996,1998}","{1980,1982,1984,1986,1988,1990,1992,1994,1996,1998}",C,I,Incumbent,2002-04-03 00:00:00,1980-01-11,1996-12-23,1996-12-23,H0NY16010,1998
"JALIMAN, MICHAEL",H,House,DEM,DEMOCRATIC PARTY,NY,00,0,{19},{2004},"{2004,2006,2008,2010,2012,2014}",P,C,Challenger,2013-04-26 09:04:30,2004-10-26,2004-10-26,,H4NY19107,2004
"EPSTEIN, MARK SANFORD",H,House,DEM,DEMOCRATIC PARTY,NY,05,5,{05},{1990},"{1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1990-06-12,1990-06-12,1990-06-12,H0NY05047,1990
"ENGLEBRECHT, RICHARD",H,House,DEM,DEMOCRATIC PARTY,NY,23,23,{23},{2000},"{2000,2002,2004}",P,C,Challenger,2002-04-12 00:00:00,1999-09-02,1999-09-02,1999-09-02,H0NY23040,2000
"CARTONIA, FRANCINA J",H,House,DEM,DEMOCRATIC PARTY,NY,28,28,{28},{2004},{2004},C,O,Open seat,2005-03-02 00:00:00,2004-05-24,2004-05-24,2004-05-24,H4NY28066,2004
"RANGEL, CHARLES B",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,"{19,19,19,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,13,13,13}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",N,,,2015-01-02 21:41:16,1976-09-03,2013-07-25,2013-07-25,H6NY19029,2016
"BENBOW, TERENCE H",H,House,DEM,DEMOCRATIC PARTY,NY,14,14,{14},{1984},"{1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1984-08-21,1984-09-04,1984-09-04,H4NY14025,1984
"NOLAN, PHILIP C",H,House,DEM,DEMOCRATIC PARTY,NY,02,2,{02},{1986},{1986},N,C,Challenger,2002-03-30 00:00:00,1986-04-16,1986-04-16,1986-04-16,H6NY02074,1986
"MITTMAN, ROBERT",H,House,DEM,DEMOCRATIC PARTY,NY,06,6,{06},{2012},"{2012,2014,2016}",P,C,Challenger,2013-04-26 09:04:30,2012-05-17,2012-05-17,2012-05-17,H2NY06140,2012
"MURRAY, PEGGY L",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,{27},{1990},"{1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1990-06-22,1990-06-22,1990-06-22,H0NY27033,1990
"MCCABE, KEVIN",H,House,IND,INDEPENDENT,NY,06,6,{06},{1986},{1986},C,O,Open seat,2002-03-30 00:00:00,1986-05-16,1986-05-16,1986-05-16,H6NY06109,1986
"MOLINARI, SUSAN",H,House,REP,REPUBLICAN PARTY,NY,13,13,"{14,13,13,13,13}","{1990,1992,1994,1996,1998}","{1990,1992,1994,1996,1998}",C,I,Incumbent,2002-04-03 00:00:00,1989-12-07,1997-01-14,1997-01-14,H0NY14098,1998
"MCCLEAN, OLLIE M",H,House,FRE,FREEDOM PARTY,NY,11,11,{11},{2006},"{2006,2008,2010}",P,C,Challenger,2009-04-29 00:00:00,2006-09-07,2006-09-09,2006-09-09,H6NY11166,2006
"ROZUM, URSULA ",H,House,GRE,GREEN PARTY,NY,24,24,{24},{2012},"{2012,2014,2016}",P,C,Challenger,2014-04-01 09:00:45,2012-06-12,2012-06-12,2012-06-12,H2NY24119,2012
"BUCKEL, THOMAS C JR",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,{27},{1984},"{1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1984-03-02,1984-03-02,1984-03-02,H4NY27019,1984
"VERGA, ROBERT J",H,House,REP,REPUBLICAN PARTY,NY,09,9,{09},{1996},"{1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1996-09-09,1996-09-09,1996-09-09,H6NY09111,1996
"HAMBEL, JOHN J JR",H,House,REP,REPUBLICAN PARTY,NY,02,2,{02},{1992},{1992},C,C,Challenger,2002-03-30 00:00:00,1991-12-27,1992-05-15,1992-05-15,H2NY02040,1992
"LOVELL, CHRISTOPHER",H,House,REP,REPUBLICAN PARTY,NY,14,14,{14},{1980},"{1980,1982}",C,,,2002-03-30 00:00:00,1980-10-13,1980-10-13,1980-10-13,H0NY14064,1980
"FALCONE, VIVIANNE C",H,House,DEM,DEMOCRATIC PARTY,NY,02,2,{02},{2012},"{2012,2014,2016}",P,C,Challenger,2013-04-26 09:04:30,2012-05-04,2012-05-23,2012-05-04,H2NY02081,2012
"NICHOLSON, GARY L",H,House,DEM,DEMOCRATIC PARTY,NY,32,32,{32},{1980},"{1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1980-06-30,1980-06-30,1980-06-30,H0NY32041,1980
"LEFFLER, SHELDON S",H,House,IND,INDEPENDENT,NY,07,7,{07},{1983},{1984},P,O,Open seat,2002-03-30 00:00:00,1983-02-04,1983-02-04,1983-02-04,H4NY07029,1983
"ZEFERETTI, LEO C",H,House,DEM,DEMOCRATIC PARTY,NY,14,14,"{15,15,15,14}","{1976,1978,1980,1982}","{1976,1978,1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1976-04-06,1982-09-11,1982-09-11,H6NY15050,1982
"AGGARWAL, YASH P",H,House,DEM,DEMOCRATIC PARTY,NY,20,20,{20},{1996},"{1996,1998,2000,2002}",P,C,Challenger,2002-04-12 00:00:00,1996-01-11,1996-01-11,1996-01-11,H6NY20142,1996
"SCHOEN, DOUGLAS",H,House,IND,INDEPENDENT,NY,07,7,"{08,07}","{1982,1983}","{1982,1984}",P,O,Open seat,2002-03-30 00:00:00,1981-10-23,1981-10-23,1981-10-23,H2NY08013,1983
"NOWAK, HENRY J",H,House,DEM,DEMOCRATIC PARTY,NY,33,33,"{37,37,37,33,33,33,33,33,33}","{1976,1978,1980,1982,1984,1986,1988,1990,1992}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1976-03-17,1992-06-22,1992-06-22,H6NY37039,1992
"ASKREN, DAVID LESLIE",H,House,REP,REPUBLICAN PARTY,NY,08,8,"{08,08}","{1992,1994}","{1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1992-11-24,1994-06-27,1994-06-27,H2NY08062,1994
"GENTILE, VINCENT",H,House,DEM,DEMOCRATIC PARTY,NY,11,11,{11},{2015},{2016},C,O,Open seat,2015-05-05 21:15:39,2015-03-17,2015-03-17,2015-03-17,H6NY11190,2015
"BLANK, ROGER",H,House,REP,REPUBLICAN PARTY,NY,14,14,{14},{2010},"{2010,2012,2014,2016,2018}",N,C,Challenger,2010-10-04 22:37:41,2010-12-14,2010-12-14,,H0NY14213,2010
"MYERS, KIM",H,House,DEM,DEMOCRATIC PARTY,NY,22,22,{22},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2016-03-03,2016-08-15,2016-08-15,H6NY22130,2016
"HARPER, DAVID A",H,House,REP,REPUBLICAN PARTY,NY,20,20,{20},{2010},{2010},P,C,Challenger,2010-04-19 22:09:16,2010-02-24,2010-02-24,2010-02-24,H0NY20087,2010
"WOLFSON, BARBARA A",H,House,DEM,DEMOCRATIC PARTY,NY,26,26,{26},{1992},{1992},C,O,Open seat,2002-03-30 00:00:00,1992-08-28,1992-08-28,1992-08-28,H2NY26098,1992
"JACOBS, MARK",H,House,UNK,UNKNOWN,NY,19,19,{19},{2000},"{2000,2002}",P,C,Challenger,2002-04-12 00:00:00,2000-07-21,2000-07-21,2000-07-21,H0NY19097,2000
"MARTIN, JAMES A",H,House,DEM,DEMOCRATIC PARTY,NY,31,31,{31},{1982},"{1982,1984}",P,,,2002-03-30 00:00:00,1982-08-12,1982-08-12,1982-08-12,H2NY31023,1982
"PARISI, GUY T",H,House,REP,REPUBLICAN PARTY,NY,19,19,{19},{1994},"{1994,1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1994-03-22,1994-03-22,1994-03-22,H4NY19032,1994
"SCHILIRO, PHILIP MICHAEL",H,House,DEM,DEMOCRATIC PARTY,NY,04,4,"{04,04}","{1992,1994}","{1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1992-06-30,1994-10-07,1994-10-07,H2NY04046,1994
"ENGLEHARD, SHELDON",H,House,DEM,DEMOCRATIC PARTY,NY,04,4,{04},{1984},"{1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1984-05-22,1984-05-22,1984-05-22,H4NY04018,1984
"BERNS, MICHAEL",H,House,UNK,UNKNOWN,NY,15,15,"{16,15}","{1984,1990}","{1984,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1990-12-06,1990-12-06,1990-12-06,H4NY16020,1990
"ELLIOTT, ROBERT W",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2000},"{2000,2002}",P,C,Challenger,2002-04-12 00:00:00,1999-12-08,1999-12-08,1999-12-08,H0NY19089,2000
"GREEN, ROGER LEON",H,House,DEM,DEMOCRATIC PARTY,NY,10,10,{10},{2006},"{2006,2008,2010}",P,C,Challenger,2009-04-29 00:00:00,2006-03-12,2006-04-30,2006-04-30,H6NY10085,2006
"WOJTASZEK, HENRY F",H,House,REP,REPUBLICAN PARTY,NY,28,28,{28},{2002},"{2002,2004}",P,C,Challenger,2002-09-05 00:00:00,2002-07-11,2002-07-11,2002-07-11,H2NY28102,2002
"DIAZ, ANGEL",H,House,CRV,CONSERVATIVE PARTY,NY,12,12,"{12,12}","{1992,1994}","{1992,1994,1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,,,,H2NY12114,1994
"DAVISON, RENEE FORGENSI",H,House,REP,REPUBLICAN PARTY,NY,28,28,{28},{1994},"{1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1994-03-07,1994-03-07,1994-03-07,H4NY28033,1994
"HERMAN, KENNETH J",H,House,OTH,OTHER,NY,02,2,{02},{1996},"{1996,1998,2000,2002}",P,C,Challenger,2002-04-12 00:00:00,1996-08-26,1996-08-26,1996-08-26,H6NY02108,1996
"GORDON, DAVID JOSEPH",H,House,DEM,DEMOCRATIC PARTY,NY,22,22,{22},{2016},"{2016,2018}",N,O,Open seat,2016-02-29 20:58:50,2016-01-08,2016-01-08,2016-01-08,H6NY22106,2016
"BALL, GREGORY R",H,House,REP,REPUBLICAN PARTY,NY,19,19,{19},{2010},"{2010,2012}",P,C,Challenger,2011-02-24 10:53:11,2009-05-06,2009-05-06,2009-05-06,H0NY19121,2010
"VASQUEZ, MICHAEL",H,House,REP,REPUBLICAN PARTY,NY,22,22,{22},{2014},{2014},N,C,Challenger,2013-12-11 23:09:05,2013-11-27,2013-11-27,2013-11-27,H4NY22044,2014
"CHRISTIANA, JOSEPH WILLIAM DR",H,House,REP,REPUBLICAN PARTY,NY,24,24,{24},{1980},{1980},C,,,2002-03-30 00:00:00,1980-07-12,1980-07-12,1980-07-12,H0NY24014,1980
"WALDON, ALTON R JR",H,House,DEM,DEMOCRATIC PARTY,NY,06,6,{06},{1986},"{1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1986-05-21,1986-05-21,1986-05-21,H6NY06075,1986
"BRANDOFINO, ROBERT L",H,House,IND,INDEPENDENT,NY,06,6,"{08,06}","{1984,1988}","{1984,1988,1990,1992,1994,1996}",N,C,Challenger,2002-04-02 00:00:00,1984-08-06,1988-09-28,1988-09-28,H4NY08019,1988
"CLARK, PAUL T",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,{27},{2004},"{2004,2006,2008}",P,C,Challenger,2006-06-16 00:00:00,2004-04-30,2004-05-06,2004-05-06,H4NY27068,2004
"ROSENTHAL, BENJAMIN STANLEY",H,House,DEM,DEMOCRATIC PARTY,NY,07,7,"{08,08,07}","{1976,1980,1982}","{1976,1978,1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1976-04-01,1982-02-19,1982-02-19,H6NY08022,1982
"BOMBARD, JAMES R",H,House,DEM,DEMOCRATIC PARTY,NY,01,1,{01},{1980},"{1980,1982}",C,,,2002-03-30 00:00:00,1980-03-06,1980-03-06,1980-03-06,H0NY01012,1980
"MCLAUGHLIN, JOSEPH",H,House,REP,REPUBLICAN PARTY,NY,16,16,{16},{2012},"{2012,2014}",N,C,Challenger,2012-05-09 22:19:28,2012-05-07,2012-05-07,2012-05-07,H2NY16057,2012
"BORGOGNONE, ALEASSANDRO",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,{13},{2012},"{2012,2014,2016}",P,C,Challenger,2013-04-26 09:04:30,2011-10-13,2011-10-13,2011-10-13,H2NY13070,2012
"ABDELLA, JAMES",H,House,REP,REPUBLICAN PARTY,NY,39,39,{39},{1980},"{1980,1982,1984}",P,,,2002-03-30 00:00:00,1980-05-22,1980-05-22,1980-05-22,H0NY39012,1980
"SOMMER, BRETT MICHAEL",H,House,REP,REPUBLICAN PARTY,NY,29,29,{29},{2000},"{2000,2002}",P,C,Challenger,2002-04-12 00:00:00,2000-06-19,2000-06-19,2000-06-19,H0NY29047,2000
"BETANCOURT, ISMAEL JR.",H,House,DEM,DEMOCRATIC PARTY,NY,18,18,"{18,18,18}","{1982,1988,1990}","{1982,1984,1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1982-06-30,1990-06-22,1990-06-22,H2NY18012,1990
"TURNER, ROBERT L",H,House,REP,REPUBLICAN PARTY,NY,00,0,"{09,00}","{2010,2012}","{2010,2012}",C,I,Incumbent,2012-03-17 21:39:33,2010-05-17,2012-03-15,2011-12-28,H0NY09072,2012
"MORGAN, VINCENT SCOTT",H,House,DEM,DEMOCRATIC PARTY,NY,15,15,"{15,15}","{2010,2012}","{2010,2012}",C,C,Challenger,2011-08-03 23:03:34,2009-06-30,2011-07-25,2011-07-25,H0NY15103,2012
"NELSON, PATRICK F",H,House,DEM,DEMOCRATIC PARTY,NY,21,21,{21},{2018},{2018},C,C,Challenger,2017-09-15 21:00:12,2017-01-15,2017-02-26,2017-02-26,H2NY21115,2018
"BOYLAND, TRACY L",H,House,DEM,DEMOCRATIC PARTY,NY,11,11,{11},{2004},"{2004,2006}",P,C,Challenger,2005-03-02 00:00:00,2003-10-03,2003-10-03,2003-10-03,H4NY11104,2004
